"record","fhcounter","host","fhlrcounter","litnum","state","country","notes","citation","taxon","author","year","current","kingdom","phylum","class","order","family","genus","species","header"
"900204",59779,"Pseudotsuga menziesii","114762","3437","Oregon","United States","On wood.","Larsen, M.J., and Lombard, F.F.. 1983. %Fibroporia angulopora%, a new species (Aphyllophorales, Polyporaceae) associated with brown-rot of %Pseudotsuga menziesii% residue in western Oregon. Mycologia 75:623-627","Antrodia angulopora","(M.J. Larsen & Lombard) Ryvarden",2023,"900204","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Antrodia","Antrodia_angulopora","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Fomitopsidaceae;Antrodia;Antrodia_angulopora"
"310824",59939,"Pseudotsuga taxifolia","115111","94","United States","United States",NA,"Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Ceriporia purpurea","(Fr.) Donk",1971,"310824","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae","Ceriporia","Ceriporia_purpurea","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Irpicaceae;Ceriporia;Ceriporia_purpurea"
"335308",60085,"Pseudotsuga menziesii","115452","44","Idaho","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Odonticium romellii","(S. Lundell) Parmasto",1968,"335308","Fungi","Basidiomycota","Agaricomycetes","Agaricomycetes_order_incertae_sedis","Agaricomycetes_family_incertae_sedis","Odonticium","Odonticium_romellii","Fungi;Basidiomycota;Agaricomycetes;Agaricomycetes_order_incertae_sedis;Agaricomycetes_family_incertae_sedis;Odonticium;Odonticium_romellii"
"141301",60207,"Pseudotsuga menziesii","115720","44","Idaho","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Ganoderma oregonense","Murrill",1908,"141301","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Ganoderma","Ganoderma_oregonense","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Ganoderma;Ganoderma_oregonense"
"141301",60207,"Pseudotsuga menziesii","115722","44","Oregon","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Ganoderma oregonense","Murrill",1908,"141301","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Ganoderma","Ganoderma_oregonense","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Ganoderma;Ganoderma_oregonense"
"141301",60207,"Pseudotsuga menziesii","115719","44","Washington","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Ganoderma oregonense","Murrill",1908,"141301","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Ganoderma","Ganoderma_oregonense","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Ganoderma;Ganoderma_oregonense"
"141301",60207,"Pseudotsuga menziesii","115721","44","Montana","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Ganoderma oregonense","Murrill",1908,"141301","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Ganoderma","Ganoderma_oregonense","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Ganoderma;Ganoderma_oregonense"
"141301",60207,"Pseudotsuga menziesii","1456140","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Ganoderma oregonense","Murrill",1908,"141301","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Ganoderma","Ganoderma_oregonense","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Ganoderma;Ganoderma_oregonense"
"207945",60353,"Pseudotsuga menziesii","116036","44","Montana","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Coniophora olivacea","(Fr.) P. Karst.",1882,"207945","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora","Coniophora_olivacea","Fungi;Basidiomycota;Agaricomycetes;Boletales;Coniophoraceae;Coniophora;Coniophora_olivacea"
"207945",60353,"Pseudotsuga menziesii","1456092","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Coniophora olivacea","(Fr.) P. Karst.",1882,"207945","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora","Coniophora_olivacea","Fungi;Basidiomycota;Agaricomycetes;Boletales;Coniophoraceae;Coniophora;Coniophora_olivacea"
"105132",60849,"Pseudotsuga menziesii","116911","312","Arizona","United States",NA,"Gilbertson, R.L., Martin, K.J., and Lindsey, J.P.. 1974. Annotated check list and host index for Arizona wood-rotting fungi.. Univ. Arizona Agric. Exp. Sta. Techn. Bull. 209:1-48","Ceriporiopsis subvermispora","(Pilát) Gilb. & Ryvarden",1985,"105132","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Ceriporiopsis","Ceriporiopsis_subvermispora","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Meruliaceae;Ceriporiopsis;Ceriporiopsis_subvermispora"
"204571",61016,"Pseudotsuga menziesii","117208","44","Idaho","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Coniophora puteana","(Schumach.) P. Karst.",1868,"204571","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora","Coniophora_puteana","Fungi;Basidiomycota;Agaricomycetes;Boletales;Coniophoraceae;Coniophora;Coniophora_puteana"
"204571",61016,"Pseudotsuga menziesii","117209","44","Oregon","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Coniophora puteana","(Schumach.) P. Karst.",1868,"204571","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora","Coniophora_puteana","Fungi;Basidiomycota;Agaricomycetes;Boletales;Coniophoraceae;Coniophora;Coniophora_puteana"
"204571",61016,"Pseudotsuga menziesii","1456093","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Coniophora puteana","(Schumach.) P. Karst.",1868,"204571","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora","Coniophora_puteana","Fungi;Basidiomycota;Agaricomycetes;Boletales;Coniophoraceae;Coniophora;Coniophora_puteana"
"3137",61149,"Pseudotsuga menziesii","117437","692","Oregon","United States","On twigs.","Sherwood, M., and Carroll, G.. 1974. Fungal succession on needles and young twigs of old-growth Douglas fir. Mycologia 66:499-506","Metacapnodium","Speg.",1918,"3137","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Metacapnodiaceae","Metacapnodium","Metacapnodium_sp","Fungi;Ascomycota;Dothideomycetes;Capnodiales;Metacapnodiaceae;Metacapnodium;Metacapnodium_sp"
"315979",61451,"Pseudotsuga menziesii","118028","44","Oregon","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Junghuhnia collabens","(Fr.) Ryvarden",1972,"315979","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Steccherinaceae","Junghuhnia","Junghuhnia_collabens","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Steccherinaceae;Junghuhnia;Junghuhnia_collabens"
"226758",61543,"Pseudotsuga menziesii","118228","692","Oregon","United States","On twigs.","Sherwood, M., and Carroll, G.. 1974. Fungal succession on needles and young twigs of old-growth Douglas fir. Mycologia 66:499-506","Epicoccum nigrum","Link",1816,"226758","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Epicoccum","Epicoccum_nigrum","Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Epicoccum;Epicoccum_nigrum"
"205630",61554,"Pseudotsuga taxifolia","118247","94","Northwestern states","United States",NA,"Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Stereum sanguinolentum","(Alb. & Schwein.) Fr.",1838,"205630","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum_sanguinolentum","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum_sanguinolentum"
"229666",61643,"Pseudotsuga taxifolia","118393","94",NA,"Range of host","Damping-off.","Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Rhizoctonia solani","J.G. Kühn",1858,"229666","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia","Rhizoctonia_solani","Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Rhizoctonia;Rhizoctonia_solani"
"298818",61647,"Pseudotsuga menziesii","118398","44","Washington","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Hypochnicium punctulatum","(Cooke) J. Erikss.",1958,"298818","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporales_family_incertae_sedis","Hypochnicium","Hypochnicium_punctulatum","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporales_family_incertae_sedis;Hypochnicium;Hypochnicium_punctulatum"
"193195",61669,"Pseudotsuga taxifolia","118431","94","Northwestern states","United States",NA,"Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Thelephora terrestris","Ehrh. ex Fr.",1821,"193195","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Thelephora","Thelephora_terrestris","Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Thelephora;Thelephora_terrestris"
"336228",61701,"Pseudotsuga menziesii","118489","286","Idaho","United States","White rot.","Burdsall Jr., H.H.. 1985. A contribution to the taxonomy of the genus %Phanerochaete%. Mycol. Mem. 10.:1-165","Phanerochaete carnosa","(Burt) Parmasto",1967,"336228","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phanerochaete","Phanerochaete_carnosa","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Phanerochaetaceae;Phanerochaete;Phanerochaete_carnosa"
"336228",61701,"Pseudotsuga menziesii","118487","286","Arizona","United States","White rot.","Burdsall Jr., H.H.. 1985. A contribution to the taxonomy of the genus %Phanerochaete%. Mycol. Mem. 10.:1-165","Phanerochaete carnosa","(Burt) Parmasto",1967,"336228","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phanerochaete","Phanerochaete_carnosa","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Phanerochaetaceae;Phanerochaete;Phanerochaete_carnosa"
"336228",61701,"Pseudotsuga menziesii","118488","312","Arizona","United States","White rot.","Gilbertson, R.L., Martin, K.J., and Lindsey, J.P.. 1974. Annotated check list and host index for Arizona wood-rotting fungi.. Univ. Arizona Agric. Exp. Sta. Techn. Bull. 209:1-48","Phanerochaete carnosa","(Burt) Parmasto",1967,"336228","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phanerochaete","Phanerochaete_carnosa","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Phanerochaetaceae;Phanerochaete;Phanerochaete_carnosa"
"336228",61701,"Pseudotsuga menziesii","1456220","8376","Canada","Canada","White rot.","Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Phanerochaete carnosa","(Burt) Parmasto",1967,"336228","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phanerochaete","Phanerochaete_carnosa","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Phanerochaetaceae;Phanerochaete;Phanerochaete_carnosa"
"330788",61743,"Pseudotsuga menziesii","118569","312","Arizona","United States",NA,"Gilbertson, R.L., Martin, K.J., and Lindsey, J.P.. 1974. Annotated check list and host index for Arizona wood-rotting fungi.. Univ. Arizona Agric. Exp. Sta. Techn. Bull. 209:1-48","Exidiopsis calcea","(Pers.) K. Wells",1962,"330788","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Exidiopsis","Exidiopsis_calcea","Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Auriculariaceae;Exidiopsis;Exidiopsis_calcea"
"228956",61763,"Pseudotsuga taxifolia","118616","94","Northwestern states","United States",NA,"Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Sparassis radicata","Weir",1917,"228956","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Sparassidaceae","Sparassis","Sparassis_radicata","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Sparassidaceae;Sparassis;Sparassis_radicata"
"299389",61794,"Pseudotsuga taxifolia","118659","94","Northwestern states","United States",NA,"Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Laurilia sulcata","(Burt) Pouzar",1959,"299389","Fungi","Basidiomycota","Agaricomycetes","Russulales","Bondarzewiaceae","Laurilia","Laurilia_sulcata","Fungi;Basidiomycota;Agaricomycetes;Russulales;Bondarzewiaceae;Laurilia;Laurilia_sulcata"
"141656",61837,"Pseudotsuga menziesii","118726","44","Oregon","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Patellea californica","Rehm",1912,"141656","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Patellea","Patellea_californica","Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Patellea;Patellea_californica"
"808802",61887,"Pseudotsuga taxifolia","118813","94","Washington","United States","Bark canker.","Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Dermea boycei","(Dearn.) Rossman",2014,"808802","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Dermea","Dermea_boycei","Fungi;Ascomycota;Leotiomycetes;Helotiales;Dermateaceae;Dermea;Dermea_boycei"
"207945",61924,"Pseudotsuga taxifolia","118870","94","Montana","United States",NA,"Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Coniophora olivacea","(Fr.) P. Karst.",1882,"207945","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora","Coniophora_olivacea","Fungi;Basidiomycota;Agaricomycetes;Boletales;Coniophoraceae;Coniophora;Coniophora_olivacea"
"190066",61978,"Pseudotsuga taxifolia","118971","94",NA,"Range of host","Root rot.","Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Armillaria mellea","(Vahl) P. Kumm.",1871,"190066","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria","Armillaria_mellea","Fungi;Basidiomycota;Agaricomycetes;Agaricales;Physalacriaceae;Armillaria;Armillaria_mellea"
"7904",61996,"Pseudotsuga taxifolia","119005","94","Oregon","United States","Twig canker.","Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Cytospora","Ehrenb.",1818,"7904","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Valsaceae","Cytospora","Cytospora_sp","Fungi;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae;Cytospora;Cytospora_sp"
"7904",61996,"Pseudotsuga taxifolia","119004","94","New Jersey","United States","Twig canker.","Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Cytospora","Ehrenb.",1818,"7904","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Valsaceae","Cytospora","Cytospora_sp","Fungi;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae;Cytospora;Cytospora_sp"
"7904",61996,"Pseudotsuga taxifolia","119003","94","Colorado","United States","Twig canker.","Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Cytospora","Ehrenb.",1818,"7904","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Valsaceae","Cytospora","Cytospora_sp","Fungi;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae;Cytospora;Cytospora_sp"
"204571",62030,"Pseudotsuga taxifolia","119057","94","Idaho","United States","Brown rot.","Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Coniophora puteana","(Schumach.) P. Karst.",1868,"204571","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora","Coniophora_puteana","Fungi;Basidiomycota;Agaricomycetes;Boletales;Coniophoraceae;Coniophora;Coniophora_puteana"
"300023",62034,"Pseudotsuga menziesii","119062","366","California","United States","Root rot of seedlings.","Smith Jr., R.S., and Bega, R.V.. 1964. %Macrophomina phaseoli% in the forest tree nurseries of California. Pl. Dis. Reporter 48:206","Macrophomina phaseolina","(Tassi) Goid.",1947,"300023","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Macrophomina","Macrophomina_phaseolina","Fungi;Ascomycota;Dothideomycetes;Botryosphaeriales;Botryosphaeriaceae;Macrophomina;Macrophomina_phaseolina"
"217312",62056,"Pseudotsuga taxifolia","119112","94",NA,"Range of host",NA,"Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Botrytis cinerea","Pers.",1801,"217312","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis","Botrytis_cinerea","Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botrytis;Botrytis_cinerea"
"217312",62056,"Pseudotsuga taxifolia","360005","8300",NA,"Scotland",NA,"Foister, C.E.. 1961. The economic plant diseases of Scotland. Techn. Bull. Dept. Agric. Fish. Scotland 1:1-210","Botrytis cinerea","Pers.",1801,"217312","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis","Botrytis_cinerea","Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botrytis;Botrytis_cinerea"
"205630",62111,"Pseudotsuga sp.","119210","291","California","United States",NA,"Chamuris, G.P.. 1988. The nonstipitate stereoid fungi in the northeastern United States and adjacent Canada. Mycol. Mem. 14:1-247","Stereum sanguinolentum","(Alb. & Schwein.) Fr.",1838,"205630","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum_sanguinolentum","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum_sanguinolentum"
"205630",62111,"Pseudotsuga sp.","119211","50","Oregon","United States",NA,"Zeller, S.M.. 1929. Contribution to our knowledge of Oregon fungi - III. Mycologia 21:97-111","Stereum sanguinolentum","(Alb. & Schwein.) Fr.",1838,"205630","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum_sanguinolentum","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum_sanguinolentum"
"106862",62224,"Pseudotsuga menziesii","119398","44","Oregon","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Hericium americanum","Ginns",1984,"106862","Fungi","Basidiomycota","Agaricomycetes","Russulales","Hericiaceae","Hericium","Hericium_americanum","Fungi;Basidiomycota;Agaricomycetes;Russulales;Hericiaceae;Hericium;Hericium_americanum"
