"record","fhcounter","host","fhlrcounter","litnum","state","country","notes","citation","taxon","author","year","current","kingdom","phylum","class","order","family","genus","species","header"
"196051",54771,"Pseudotsuga taxifolia","105259","94","Northwestern states","United States","Seedling blight.","Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Rhizina undulata","Fr.",1815,"196051","Fungi","Ascomycota","Pezizomycetes","Pezizales","Rhizinaceae","Rhizina","Rhizina_undulata","Fungi;Ascomycota;Pezizomycetes;Pezizales;Rhizinaceae;Rhizina;Rhizina_undulata"
"102281",54789,"Pseudotsuga menziesii","105290","44","Idaho","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Auricularia auricula-judae","(Bull.) Quél.",1886,"102281","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Auricularia","Auricularia_auricula-judae","Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Auriculariaceae;Auricularia;Auricularia_auricula-judae"
"150793",55014,"Pseudotsuga taxifolia","105785","245","California","United States","On suppressed, injured, or recently dead trees.","Lemke, P.A.. 1964. The genus %Aleurodiscus% (sensu stricto) in North America.. Canad. J. Bot. 42:213-282","Aleurodiscus amorphus","(Pers.) J. Schröt.",1888,"150793","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Aleurodiscus","Aleurodiscus_amorphus","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Aleurodiscus;Aleurodiscus_amorphus"
"150793",55014,"Pseudotsuga taxifolia","105788","586","Idaho","United States","On suppressed, injured, or recently dead trees.","Hansbrough, J.r.. 1934. Occurrence and parasitism of %Aleurodiscus amorphus% in North America. J. Forest. (Washington) 32:452-458","Aleurodiscus amorphus","(Pers.) J. Schröt.",1888,"150793","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Aleurodiscus","Aleurodiscus_amorphus","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Aleurodiscus;Aleurodiscus_amorphus"
"150793",55014,"Pseudotsuga taxifolia","105789","586","Oregon","United States","On suppressed, injured, or recently dead trees.","Hansbrough, J.r.. 1934. Occurrence and parasitism of %Aleurodiscus amorphus% in North America. J. Forest. (Washington) 32:452-458","Aleurodiscus amorphus","(Pers.) J. Schröt.",1888,"150793","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Aleurodiscus","Aleurodiscus_amorphus","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Aleurodiscus;Aleurodiscus_amorphus"
"150793",55014,"Pseudotsuga taxifolia","105786","245","Washington","United States","On suppressed, injured, or recently dead trees.","Lemke, P.A.. 1964. The genus %Aleurodiscus% (sensu stricto) in North America.. Canad. J. Bot. 42:213-282","Aleurodiscus amorphus","(Pers.) J. Schröt.",1888,"150793","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Aleurodiscus","Aleurodiscus_amorphus","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Aleurodiscus;Aleurodiscus_amorphus"
"150793",55014,"Pseudotsuga taxifolia","105787","586","Massachusetts","United States","On suppressed, injured, or recently dead trees.","Hansbrough, J.r.. 1934. Occurrence and parasitism of %Aleurodiscus amorphus% in North America. J. Forest. (Washington) 32:452-458","Aleurodiscus amorphus","(Pers.) J. Schröt.",1888,"150793","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Aleurodiscus","Aleurodiscus_amorphus","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Aleurodiscus;Aleurodiscus_amorphus"
"511788",55151,"Pseudotsuga menziesii","106043","44","Montana","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Globomyces pollinis-pini","(A. Braun) Letcher",2008,"511788","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Globomycetaceae","Globomyces","Globomyces_pollinis-pini","Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;Globomycetaceae;Globomyces;Globomyces_pollinis-pini"
"836138",55154,"Pseudotsuga menziesii","106046","3433","Idaho","United States","On wood.","Larsen, M.J.. 1983. Notes on tomentelloid fungi V. Additional new species of %Pseudotomentella%. Mycologia 75:556-562","Polyozellus flavovirens","(Höhn. & Litsch.) Svantesson & Kõljalg",2021,"836138","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Polyozellus","Polyozellus_flavovirens","Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Polyozellus;Polyozellus_flavovirens"
"109454",55225,"Pseudotsuga menziesii","106174","3433","Montana","United States","On wood.","Larsen, M.J.. 1983. Notes on tomentelloid fungi V. Additional new species of %Pseudotomentella%. Mycologia 75:556-562","Pseudotomentella molybdea","M.J. Larsen",1983,"109454","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Pseudotomentella","Pseudotomentella_molybdea","Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Pseudotomentella;Pseudotomentella_molybdea"
"836138",55332,"Pseudotsuga menziesii","106356","3433","Oregon","United States","On wood.","Larsen, M.J.. 1983. Notes on tomentelloid fungi V. Additional new species of %Pseudotomentella%. Mycologia 75:556-562","Polyozellus flavovirens","(Höhn. & Litsch.) Svantesson & Kõljalg",2021,"836138","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Polyozellus","Polyozellus_flavovirens","Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Polyozellus;Polyozellus_flavovirens"
"141301",55399,"Pseudotsuga taxifolia","106519","94","Washington","United States","White pocket rot.","Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Ganoderma oregonense","Murrill",1908,"141301","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Ganoderma","Ganoderma_oregonense","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Ganoderma;Ganoderma_oregonense"
"141301",55399,"Pseudotsuga taxifolia","106518","94","Montana","United States","White pocket rot.","Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Ganoderma oregonense","Murrill",1908,"141301","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Ganoderma","Ganoderma_oregonense","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Ganoderma;Ganoderma_oregonense"
"161610",55427,"Pseudotsuga taxifolia","106580","94",NA,"Range of host","Seed rot.","Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Fusarium avenaceum","(Fr.) Sacc.",1886,"161610","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_avenaceum","Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_avenaceum"
"283706",55448,"Pseudotsuga menziesii","106620","44","Montana","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Steccherinum ciliolatum","(Berk. & M.A. Curtis) Gilb. & Budington",1970,"283706","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Steccherinaceae","Steccherinum","Steccherinum_ciliolatum","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Steccherinaceae;Steccherinum;Steccherinum_ciliolatum"
"106862",55472,"Pseudotsuga taxifolia","106682","94","Northwestern states","United States",NA,"Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Hericium americanum","Ginns",1984,"106862","Fungi","Basidiomycota","Agaricomycetes","Russulales","Hericiaceae","Hericium","Hericium_americanum","Fungi;Basidiomycota;Agaricomycetes;Russulales;Hericiaceae;Hericium;Hericium_americanum"
"218372",55515,"Pseudotsuga taxifolia","106782","94",NA,"Range of host","Seed rot.","Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Fusarium oxysporum","Schltdl.",1824,"218372","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_oxysporum","Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_oxysporum"
"190352",55573,"Pseudotsuga taxifolia","106898","94",NA,"Range of host","Seed rot.","Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Fusarium solani","(Mart.) Sacc.",1881,"190352","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_solani","Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_solani"
"147943",55633,"Pseudotsuga taxifolia","107015","94","Northwestern states","United States",NA,"Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Herpotrichia nigra","R. Hartig",1888,"147943","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Herpotrichia","Herpotrichia_nigra","Fungi;Ascomycota;Dothideomycetes;Pleosporales;Melanommataceae;Herpotrichia;Herpotrichia_nigra"
"147943",55633,"Pseudotsuga taxifolia","107014","94","Western states","United States",NA,"Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Herpotrichia nigra","R. Hartig",1888,"147943","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Herpotrichia","Herpotrichia_nigra","Fungi;Ascomycota;Dothideomycetes;Pleosporales;Melanommataceae;Herpotrichia;Herpotrichia_nigra"
"314213",55667,"Pseudotsuga taxifolia","107101","94",NA,"Range of host","Seed rot.","Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Fusarium fujikuroi","Nirenberg",1976,"314213","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_fujikuroi","Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium_fujikuroi"
"1209",55680,"Pseudotsuga menziesii","107144","44","Oregon","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Coniochaeta","(Sacc.) Cooke",1887,"1209","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Coniochaeta_sp","Fungi;Ascomycota;Sordariomycetes;Coniochaetales;Coniochaetaceae;Coniochaeta;Coniochaeta_sp"
"1209",55680,"Pseudotsuga menziesii","107143","44","Washington","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Coniochaeta","(Sacc.) Cooke",1887,"1209","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Coniochaeta_sp","Fungi;Ascomycota;Sordariomycetes;Coniochaetales;Coniochaetaceae;Coniochaeta;Coniochaeta_sp"
"1209",55680,"Pseudotsuga menziesii","1456090","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Coniochaeta","(Sacc.) Cooke",1887,"1209","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Coniochaeta_sp","Fungi;Ascomycota;Sordariomycetes;Coniochaetales;Coniochaetaceae;Coniochaeta;Coniochaeta_sp"
"294215",55731,"Pseudotsuga taxifolia","107253","3392","Washington","United States",NA,"Griffin, H.D.. 1968. The genus %Ceratocystis% in Ontario. Canad. J. Bot. 46:689-718","Ceratocystis minor","(Hedgc.) J. Hunt",1956,"294215","Fungi","Ascomycota","Sordariomycetes","Microascales","Ceratocystidaceae","Ceratocystis","Ceratocystis_minor","Fungi;Ascomycota;Sordariomycetes;Microascales;Ceratocystidaceae;Ceratocystis;Ceratocystis_minor"
"9124",55861,"Pseudotsuga menziesii","107455","692","Oregon","United States","On twigs.","Sherwood, M., and Carroll, G.. 1974. Fungal succession on needles and young twigs of old-growth Douglas fir. Mycologia 66:499-506","Nigrospora","Zimm.",1902,"9124","Fungi","Ascomycota","Sordariomycetes","Sordariomycetes_order_incertae_sedis","Sordariomycetes_family_incertae_sedis","Nigrospora","Nigrospora_sp","Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_order_incertae_sedis;Sordariomycetes_family_incertae_sedis;Nigrospora;Nigrospora_sp"
"356812",55964,"Pseudotsuga menziesii","107627","44","Oregon","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Hericium erinaceus","(Bull.) Pers.",1797,"356812","Fungi","Basidiomycota","Agaricomycetes","Russulales","Hericiaceae","Hericium","Hericium_erinaceus","Fungi;Basidiomycota;Agaricomycetes;Russulales;Hericiaceae;Hericium;Hericium_erinaceus"
"474103",56021,"Pseudotsuga menziesii","107740","44","Washington","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Xenasmatella vaga","(Fr.) Stalpers",1996,"474103","Fungi","Basidiomycota","Agaricomycetes","Russulales","Xenasmataceae","Xenasmatella","Xenasmatella_vaga","Fungi;Basidiomycota;Agaricomycetes;Russulales;Xenasmataceae;Xenasmatella;Xenasmatella_vaga"
"271415",56920,"Pseudotsuga menziesii","109598","44","Idaho","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Panellus mitis","(Pers.) Singer",1936,"271415","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Panellus","Panellus_mitis","Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Panellus;Panellus_mitis"
"271415",56920,"Pseudotsuga menziesii","109599","44","Oregon","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Panellus mitis","(Pers.) Singer",1936,"271415","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Panellus","Panellus_mitis","Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Panellus;Panellus_mitis"
"271415",56920,"Pseudotsuga menziesii","1456202","8376","Canada","Canada",NA,"Ginns, J.H.. 1986. Compendium of plant disease and decay fungi in Canada 1960-1980. Res. Br. Can. Agric. Publ. 1813:416","Panellus mitis","(Pers.) Singer",1936,"271415","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Panellus","Panellus_mitis","Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Panellus;Panellus_mitis"
"326232",57057,"Pseudotsuga menziesii","109827","44","Washington","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Anomoporia bombycina","(Fr.) Pouzar",1966,"326232","Fungi","Basidiomycota","Agaricomycetes","Amylocorticiales","Amylocorticiaceae","Anomoporia","Anomoporia_bombycina","Fungi;Basidiomycota;Agaricomycetes;Amylocorticiales;Amylocorticiaceae;Anomoporia;Anomoporia_bombycina"
"332843",57256,"Pseudotsuga taxifolia","110165","94","Western states","United States",NA,"Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Lachnellula agassizii","(Berk. & M.A. Curtis) Dennis",1962,"332843","Fungi","Ascomycota","Leotiomycetes","Helotiales","Lachnaceae","Lachnellula","Lachnellula_agassizii","Fungi;Ascomycota;Leotiomycetes;Helotiales;Lachnaceae;Lachnellula;Lachnellula_agassizii"
"825157",57275,"Pseudotsuga menziesii","110207","312","Arizona","United States",NA,"Gilbertson, R.L., Martin, K.J., and Lindsey, J.P.. 1974. Annotated check list and host index for Arizona wood-rotting fungi.. Univ. Arizona Agric. Exp. Sta. Techn. Bull. 209:1-48","Skvortzovia furfuracea","(Bres.) G. Gruhn & Hallenberg",2018,"825157","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetales_family_incertae_sedis","Skvortzovia","Skvortzovia_furfuracea","Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetales_family_incertae_sedis;Skvortzovia;Skvortzovia_furfuracea"
"332860",57414,"Pseudotsuga taxifolia","110458","94","Western states","United States","Branch canker.","Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Lachnellula pseudotsugae","(G.G. Hahn) Dennis",1962,"332860","Fungi","Ascomycota","Leotiomycetes","Helotiales","Lachnaceae","Lachnellula","Lachnellula_pseudotsugae","Fungi;Ascomycota;Leotiomycetes;Helotiales;Lachnaceae;Lachnellula;Lachnellula_pseudotsugae"
"189460",57435,"Pseudotsuga taxifolia","110497","94","Oregon","United States",NA,"Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Echinodontium tinctorium","(Ellis & Everh.) Ellis & Everh.",1900,"189460","Fungi","Basidiomycota","Agaricomycetes","Russulales","Echinodontiaceae","Echinodontium","Echinodontium_tinctorium","Fungi;Basidiomycota;Agaricomycetes;Russulales;Echinodontiaceae;Echinodontium;Echinodontium_tinctorium"
"189460",57435,"Pseudotsuga taxifolia","110498","94","Washington","United States",NA,"Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Echinodontium tinctorium","(Ellis & Everh.) Ellis & Everh.",1900,"189460","Fungi","Basidiomycota","Agaricomycetes","Russulales","Echinodontiaceae","Echinodontium","Echinodontium_tinctorium","Fungi;Basidiomycota;Agaricomycetes;Russulales;Echinodontiaceae;Echinodontium;Echinodontium_tinctorium"
"189460",57435,"Pseudotsuga taxifolia","110496","94","Western states","United States",NA,"Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Echinodontium tinctorium","(Ellis & Everh.) Ellis & Everh.",1900,"189460","Fungi","Basidiomycota","Agaricomycetes","Russulales","Echinodontiaceae","Echinodontium","Echinodontium_tinctorium","Fungi;Basidiomycota;Agaricomycetes;Russulales;Echinodontiaceae;Echinodontium;Echinodontium_tinctorium"
"205630",57597,"Pseudotsuga menziesii","110889","44","Idaho","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Stereum sanguinolentum","(Alb. & Schwein.) Fr.",1838,"205630","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum_sanguinolentum","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum_sanguinolentum"
"205630",57597,"Pseudotsuga menziesii","110890","44","Oregon","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Stereum sanguinolentum","(Alb. & Schwein.) Fr.",1838,"205630","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum_sanguinolentum","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum_sanguinolentum"
"205630",57597,"Pseudotsuga menziesii","110888","44","Washington","United States",NA,"Shaw, C.G.. 1973. Host fungus index for the Pacific Northwest - I.  Hosts. Washington State Univ. Agric. Exp. Sta. Bull. 765:1-121","Stereum sanguinolentum","(Alb. & Schwein.) Fr.",1838,"205630","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum_sanguinolentum","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum_sanguinolentum"
"205630",57597,"Pseudotsuga menziesii","110887","312","Arizona","United States",NA,"Gilbertson, R.L., Martin, K.J., and Lindsey, J.P.. 1974. Annotated check list and host index for Arizona wood-rotting fungi.. Univ. Arizona Agric. Exp. Sta. Techn. Bull. 209:1-48","Stereum sanguinolentum","(Alb. & Schwein.) Fr.",1838,"205630","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum_sanguinolentum","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum_sanguinolentum"
"205630",57597,"Pseudotsuga menziesii","110891","291","Massachusetts","United States",NA,"Chamuris, G.P.. 1988. The nonstipitate stereoid fungi in the northeastern United States and adjacent Canada. Mycol. Mem. 14:1-247","Stereum sanguinolentum","(Alb. & Schwein.) Fr.",1838,"205630","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum_sanguinolentum","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum_sanguinolentum"
"205630",57597,"Pseudotsuga menziesii","200493","6192",NA,"New Zealand",NA,"Dingley, J.M.. 1969. Host plants, pathogens, and physiological diseases. New Zealand Dept. Sci. Industr. Res. Bull. 192:10-87","Stereum sanguinolentum","(Alb. & Schwein.) Fr.",1838,"205630","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum_sanguinolentum","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum_sanguinolentum"
"205630",57597,"Pseudotsuga menziesii","185821","6224",NA,"New Zealand",NA,"Pennycook, S.R.. 1989. Plant diseases recorded in New Zealand. 3 Vol.. Pl. Dis. Div., D.S.I.R., Auckland :--","Stereum sanguinolentum","(Alb. & Schwein.) Fr.",1838,"205630","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum_sanguinolentum","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum_sanguinolentum"
"205630",57597,"Pseudotsuga menziesii","1322900","40040",NA,"New Zealand",NA,"Gadgil, P.D.. 2005. Fungi on trees and shrubs in New Zealand. Fungi of New Zealand (Volume 4). Fungal Diversity Press, Hong Kong :437","Stereum sanguinolentum","(Alb. & Schwein.) Fr.",1838,"205630","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum_sanguinolentum","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum_sanguinolentum"
"205630",57597,"Pseudotsuga menziesii","1586402","46930",NA,"Iceland",NA,"Roll-Hansen, F.. 1992. Important pathogenic fungi on conifers in Iceland. Acta Bot. Islandica 11:9-12","Stereum sanguinolentum","(Alb. & Schwein.) Fr.",1838,"205630","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum_sanguinolentum","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum_sanguinolentum"
"205630",57597,"Pseudotsuga menziesii","1581235","46817",NA,"Slovakia",NA,"Zubrik, M., Kunca, A., and Novotny, J.. 2008. HMYZ A HUBY: atlas psokodeni lesnych drevin . Prve vydanie :178","Stereum sanguinolentum","(Alb. & Schwein.) Fr.",1838,"205630","Fungi","Basidiomycota","Agaricomycetes","Russulales","Stereaceae","Stereum","Stereum_sanguinolentum","Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum_sanguinolentum"
"298289",57617,"Pseudotsuga taxifolia var. glauca","110935","454","Washington","United States",NA,"Cooke, W.B.. 1952. Western fungi - II. Mycologia 44:245-261","Helminthosporium pseudotsugae","W.B. Cooke",1952,"298289","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Helminthosporium","Helminthosporium_pseudotsugae","Fungi;Ascomycota;Dothideomycetes;Pleosporales;Massarinaceae;Helminthosporium;Helminthosporium_pseudotsugae"
"330871",58281,"Pseudotsuga menziesii","112089","312","Arizona","United States",NA,"Gilbertson, R.L., Martin, K.J., and Lindsey, J.P.. 1974. Annotated check list and host index for Arizona wood-rotting fungi.. Univ. Arizona Agric. Exp. Sta. Techn. Bull. 209:1-48","Fibroporia radiculosa","(Peck) Parmasto",1968,"330871","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fibroporiaceae","Fibroporia","Fibroporia_radiculosa","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Fibroporiaceae;Fibroporia;Fibroporia_radiculosa"
"294915",58602,"Pseudotsuga menziesii","112651","99","Oregon","United States","On leaf surface.","Rossman, A.Y., and Lu, K.C.. 1980. Filamentous fungi associated with leaf surfaces of red alder and Douglas-fir seedlings in western Oregon. Mycotaxon 10:369-371","Cladosporium cladosporioides","(Fresen.) G.A. de Vries",1952,"294915","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Cladosporium_cladosporioides","Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;Cladosporium_cladosporioides"
"283706",59265,"Pseudotsuga menziesii","113874","312","Arizona","United States",NA,"Gilbertson, R.L., Martin, K.J., and Lindsey, J.P.. 1974. Annotated check list and host index for Arizona wood-rotting fungi.. Univ. Arizona Agric. Exp. Sta. Techn. Bull. 209:1-48","Steccherinum ciliolatum","(Berk. & M.A. Curtis) Gilb. & Budington",1970,"283706","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Steccherinaceae","Steccherinum","Steccherinum_ciliolatum","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Steccherinaceae;Steccherinum;Steccherinum_ciliolatum"
"7190",59436,"Pseudotsuga menziesii","114170","692","Oregon","United States","On twigs.","Sherwood, M., and Carroll, G.. 1974. Fungal succession on needles and young twigs of old-growth Douglas fir. Mycologia 66:499-506","Apiotrichum","Stautz",1931,"7190","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum_sp","Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Apiotrichum;Apiotrichum_sp"
"295099",59466,"Pseudotsuga menziesii","114212","312","Arizona","United States",NA,"Gilbertson, R.L., Martin, K.J., and Lindsey, J.P.. 1974. Annotated check list and host index for Arizona wood-rotting fungi.. Univ. Arizona Agric. Exp. Sta. Techn. Bull. 209:1-48","Climacocystis borealis","(Fr.) Kotl. & Pouzar",1958,"295099","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporales_family_incertae_sedis","Climacocystis","Climacocystis_borealis","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporales_family_incertae_sedis;Climacocystis;Climacocystis_borealis"
"431871",59777,"Pseudotsuga taxifolia","114759","94","Idaho","United States",NA,"Anonymous. 1960. Index of Plant Diseases in the United States. U.S.D.A. Agric. Handb. 165:1-531","Onnia circinata","(Fr.) P. Karst.",1889,"431871","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Onnia","Onnia_circinata","Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Onnia;Onnia_circinata"
